engine,distance_m,round,bob_received,eve_received,secure_round,key_secure_after_round,cumulative_bob_rx,cumulative_secure_rounds,cumulative_equivocation
ns3,75.0,1,1,0,1,1,1,1,1.000000
ns3,75.0,2,1,0,1,1,2,2,1.000000
ns3,75.0,3,1,1,0,1,3,2,0.962963
ns3,75.0,4,1,0,1,1,4,3,0.996094
ns3,75.0,5,1,0,1,1,5,4,0.999680
ns3,75.0,6,1,0,1,1,6,5,0.999979
ns3,75.0,7,1,0,1,1,7,6,0.999999
ns3,75.0,8,1,0,1,1,8,7,1.000000
ns3,75.0,9,1,0,1,1,9,8,1.000000
ns3,75.0,10,1,0,1,1,10,9,1.000000
ns3,75.0,11,1,0,1,1,11,10,1.000000
ns3,75.0,12,1,0,1,1,12,11,1.000000
ns3,75.0,13,1,0,1,1,13,12,1.000000
ns3,75.0,14,1,0,1,1,14,13,1.000000
ns3,75.0,15,1,0,1,1,15,14,1.000000
ns3,75.0,16,1,0,1,1,16,15,1.000000
ns3,75.0,17,1,1,0,1,17,15,1.000000
ns3,75.0,18,1,0,1,1,18,16,1.000000
ns3,75.0,19,1,0,1,1,19,17,1.000000
ns3,75.0,20,1,0,1,1,20,18,1.000000
ns3,75.0,21,1,1,0,1,21,18,1.000000
ns3,75.0,22,1,0,1,1,22,19,1.000000
ns3,75.0,23,1,0,1,1,23,20,1.000000
ns3,75.0,24,1,0,1,1,24,21,1.000000
ns3,75.0,25,1,0,1,1,25,22,1.000000
ns3,75.0,26,1,0,1,1,26,23,1.000000
ns3,75.0,27,1,0,1,1,27,24,1.000000
ns3,75.0,28,1,1,0,1,28,24,1.000000
ns3,75.0,29,1,0,1,1,29,25,1.000000
ns3,75.0,30,1,0,1,1,30,26,1.000000
ns3,75.0,31,1,0,1,1,31,27,1.000000
ns3,75.0,32,1,0,1,1,32,28,1.000000
ns3,75.0,33,1,0,1,1,33,29,1.000000
ns3,75.0,34,1,0,1,1,34,30,1.000000
ns3,75.0,35,1,0,1,1,35,31,1.000000
ns3,75.0,36,1,0,1,1,36,32,1.000000
ns3,75.0,37,1,0,1,1,37,33,1.000000
ns3,75.0,38,1,0,1,1,38,34,1.000000
ns3,75.0,39,1,1,0,1,39,34,1.000000
ns3,75.0,40,1,0,1,1,40,35,1.000000
ns3,75.0,41,1,0,1,1,41,36,1.000000
ns3,75.0,42,1,0,1,1,42,37,1.000000
ns3,75.0,43,1,0,1,1,43,38,1.000000
ns3,75.0,44,1,0,1,1,44,39,1.000000
ns3,75.0,45,1,0,1,1,45,40,1.000000
ns3,75.0,46,1,0,1,1,46,41,1.000000
ns3,75.0,47,1,0,1,1,47,42,1.000000
ns3,75.0,48,1,0,1,1,48,43,1.000000
ns3,75.0,49,1,0,1,1,49,44,1.000000
ns3,75.0,50,1,1,0,1,50,44,1.000000
ns3,75.0,51,1,0,1,1,51,45,1.000000
ns3,75.0,52,1,0,1,1,52,46,1.000000
ns3,75.0,53,1,0,1,1,53,47,1.000000
ns3,75.0,54,1,0,1,1,54,48,1.000000
ns3,75.0,55,1,0,1,1,55,49,1.000000
ns3,75.0,56,1,0,1,1,56,50,1.000000
ns3,75.0,57,1,0,1,1,57,51,1.000000
