engine,distance_m,round,bob_received,eve_received,secure_round,key_secure_after_round,cumulative_bob_rx,cumulative_secure_rounds,cumulative_equivocation
ns3,60.0,1,1,1,0,0,1,0,0.000000
ns3,60.0,2,1,1,0,0,2,0,0.000000
ns3,60.0,3,1,1,0,0,3,0,0.000000
ns3,60.0,4,1,0,1,1,4,1,0.683594
ns3,60.0,5,1,1,0,1,5,1,0.672320
ns3,60.0,6,1,1,0,1,6,1,0.665102
ns3,60.0,7,1,0,1,1,7,2,0.905135
ns3,60.0,8,1,1,0,1,8,2,0.899887
ns3,60.0,9,1,0,1,1,9,3,0.973988
ns3,60.0,10,1,0,1,1,10,4,0.993953
ns3,60.0,11,1,0,1,1,11,5,0.998728
ns3,60.0,12,1,1,0,1,12,5,0.998448
ns3,60.0,13,1,0,1,1,13,6,0.999680
ns3,60.0,14,1,1,0,1,14,6,0.999604
ns3,60.0,15,1,0,1,1,15,7,0.999920
ns3,60.0,16,1,1,0,1,16,7,0.999900
ns3,60.0,17,1,1,0,1,17,7,0.999879
ns3,60.0,18,1,1,0,1,18,7,0.999859
ns3,60.0,19,1,1,0,1,19,7,0.999839
ns3,60.0,20,1,0,1,1,20,8,0.999963
ns3,60.0,21,1,1,0,1,21,8,0.999958
ns3,60.0,22,1,0,1,1,22,9,0.999991
ns3,60.0,23,1,1,0,1,23,9,0.999989
ns3,60.0,24,1,1,0,1,24,9,0.999987
ns3,60.0,25,1,0,1,1,25,10,0.999997
ns3,60.0,26,1,0,1,1,26,11,0.999999
ns3,60.0,27,1,1,0,1,27,11,0.999999
ns3,60.0,28,1,1,0,1,28,11,0.999999
ns3,60.0,29,1,1,0,1,29,11,0.999999
ns3,60.0,30,1,0,1,1,30,12,1.000000
ns3,60.0,31,1,0,1,1,31,13,1.000000
ns3,60.0,32,1,0,1,1,32,14,1.000000
ns3,60.0,33,1,0,1,1,33,15,1.000000
ns3,60.0,34,1,0,1,1,34,16,1.000000
ns3,60.0,35,1,1,0,1,35,16,1.000000
ns3,60.0,36,1,1,0,1,36,16,1.000000
ns3,60.0,37,1,1,0,1,37,16,1.000000
ns3,60.0,38,1,0,1,1,38,17,1.000000
ns3,60.0,39,1,1,0,1,39,17,1.000000
ns3,60.0,40,1,1,0,1,40,17,1.000000
ns3,60.0,41,1,1,0,1,41,17,1.000000
ns3,60.0,42,1,1,0,1,42,17,1.000000
ns3,60.0,43,1,1,0,1,43,17,1.000000
ns3,60.0,44,1,1,0,1,44,17,1.000000
ns3,60.0,45,1,0,1,1,45,18,1.000000
ns3,60.0,46,1,1,0,1,46,18,1.000000
ns3,60.0,47,1,1,0,1,47,18,1.000000
ns3,60.0,48,1,0,1,1,48,19,1.000000
ns3,60.0,49,1,1,0,1,49,19,1.000000
ns3,60.0,50,1,1,0,1,50,19,1.000000
ns3,60.0,51,1,1,0,1,51,19,1.000000
ns3,60.0,52,1,1,0,1,52,19,1.000000
ns3,60.0,53,1,1,0,1,53,19,1.000000
ns3,60.0,54,1,0,1,1,54,20,1.000000
ns3,60.0,55,1,1,0,1,55,20,1.000000
ns3,60.0,56,1,0,1,1,56,21,1.000000
ns3,60.0,57,1,1,0,1,57,21,1.000000
ns3,60.0,58,1,0,1,1,58,22,1.000000
ns3,60.0,59,1,0,1,1,59,23,1.000000
ns3,60.0,60,1,0,1,1,60,24,1.000000
ns3,60.0,61,1,1,0,1,61,24,1.000000
ns3,60.0,62,1,1,0,1,62,24,1.000000
ns3,60.0,63,1,0,1,1,63,25,1.000000
ns3,60.0,64,1,0,1,1,64,26,1.000000
ns3,60.0,65,1,1,0,1,65,26,1.000000
ns3,60.0,66,1,1,0,1,66,26,1.000000
ns3,60.0,67,1,1,0,1,67,26,1.000000
ns3,60.0,68,1,0,1,1,68,27,1.000000
ns3,60.0,69,1,0,1,1,69,28,1.000000
ns3,60.0,70,1,1,0,1,70,28,1.000000
ns3,60.0,71,1,0,1,1,71,29,1.000000
ns3,60.0,72,1,0,1,1,72,30,1.000000
ns3,60.0,73,1,0,1,1,73,31,1.000000
ns3,60.0,74,1,0,1,1,74,32,1.000000
ns3,60.0,75,1,1,0,1,75,32,1.000000
ns3,60.0,76,1,1,0,1,76,32,1.000000
ns3,60.0,77,1,1,0,1,77,32,1.000000
ns3,60.0,78,1,1,0,1,78,32,1.000000
